"Id","Type","Zone","LotArea","LotConfig","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtRating","BsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualSF","LivAreaSF","FullBath","HalfBath","Bedrooms","Kitchen","KitchenQual","TotRms","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PoolArea","MoSold","YrSold","SaleCondition","SalePrice"
827,45,"RM",6130,"Inside","1Fam","1.5Sto",5,6,1924,1950,"Gable","TA","TA","BrkTil","TA","TA","No","ALQ",784,"Y",784,0,0,784,1,0,2,1,"Gd",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,0,5,2008,"Normal",109500
305,75,"RM",18386,"Inside","1Fam","2.5Sto",7,9,1880,2002,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",1675,1818,0,3493,3,0,3,1,"Gd",10,"Typ",1,"Ex","Attchd",2003,"Unf",3,870,"TA","TA",0,5,2008,"Normal",295000
496,30,"C",7879,"Inside","1Fam","1Story",4,5,1920,1950,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",495,"N",720,0,0,720,1,0,2,1,"TA",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,0,11,2009,"Abnorml",34900
1113,20,"RL",7100,"Corner","1Fam","1Story",5,7,1957,1957,"Gable","TA","TA","CBlock","TA","TA","No","GLQ",708,"Y",816,0,0,816,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1957,"Unf",1,308,"TA","TA",0,7,2006,"Normal",129900
307,60,"RL",13474,"Inside","1Fam","2Story",7,5,1990,1991,"Gable","Gd","TA","CBlock","Gd","TA","No","ALQ",700,"Y",1122,1121,0,2243,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1990,"RFn",3,746,"TA","TA",0,6,2007,"Normal",225000
295,20,"RL",9600,"Inside","1Fam","1Story",6,5,1953,1953,"Hip","TA","TA","CBlock","TA","TA","No","GLQ",1285,"Y",1644,0,0,1644,1,0,3,1,"TA",7,"Typ",2,"Gd","Attchd",1953,"Fin",2,418,"TA","TA",0,10,2009,"Normal",167000
708,120,"RL",6240,"Inside","TwnhsE","1Story",8,5,2006,2006,"Hip","Gd","TA","PConc","Gd","TA","No","GLQ",863,"Y",1324,0,0,1324,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"Fin",2,550,"TA","TA",0,12,2009,"Normal",254000
1224,20,"RL",10680,"Inside","1Fam","1Story",5,3,1951,1951,"Hip","TA","TA","CBlock","TA","Fa","No","LwQ",756,"N",2136,0,0,2136,2,0,4,1,"TA",7,"Mod",0,NA,"Detchd",1951,"Unf",2,528,"TA","TA",0,10,2006,"Normal",137900
358,120,"RM",4224,"Inside","TwnhsE","1Story",5,5,1976,1976,"Gable","TA","TA","PConc","Gd","TA","No","ALQ",874,"Y",1142,0,0,1142,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd",1976,"Fin",2,528,"TA","TA",0,8,2007,"Normal",134000
1394,190,"RM",10800,"Inside","Duplex","1.5Sto",6,7,1905,2000,"Gable","TA","TA","BrkTil","Fa","TA","No","Unf",0,"N",1221,691,0,1912,2,0,3,2,"TA",7,"Typ",1,"TA","Detchd",2003,"Unf",2,672,"Gd","TA",0,4,2008,"Normal",163000
381,50,"RL",5000,"Inside","1Fam","1.5Sto",5,6,1924,1950,"Gable","TA","TA","BrkTil","TA","TA","No","LwQ",218,"Y",1026,665,0,1691,2,0,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1924,"Unf",1,308,"TA","TA",0,5,2010,"Normal",127000
1150,70,"RM",9000,"Inside","1Fam","2Story",7,9,1920,1988,"Hip","TA","Gd","PConc","TA","TA","No","ALQ",624,"Y",832,650,0,1482,1,0,3,1,"TA",7,"Typ",0,NA,"Detchd",1930,"Unf",2,324,"TA","TA",0,7,2009,"Normal",143000
479,20,"RL",10637,"Inside","1Fam","1Story",8,5,2007,2008,"Hip","Gd","TA","PConc","Ex","TA","Gd","GLQ",1288,"Y",1718,0,0,1718,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",3,826,"TA","TA",0,9,2009,"Normal",297000
1263,50,"RL",11250,"Inside","1Fam","1.5Sto",4,5,1957,1989,"Gable","TA","TA","CBlock","TA","TA","Av","Unf",0,"Y",1104,684,0,1788,1,0,5,1,"TA",8,"Min",2,"TA","Attchd",1957,"Unf",1,304,"TA","TA",0,11,2009,"Normal",161500
300,20,"RL",14000,"Inside","1Fam","1Story",6,8,1950,2004,"Gable","TA","Gd","CBlock","TA","TA","No","Unf",0,"Y",1152,0,0,1152,1,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1950,"Unf",1,300,"TA","TA",0,8,2009,"Family",158500
1405,50,"RL",10410,"Corner","1Fam","1.5Sto",3,4,1915,1950,"Gable","TA","TA","PConc","TA","TA","No","Unf",0,"Y",694,520,0,1214,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1998,"Unf",3,936,"TA","TA",0,1,2006,"Family",105000
1375,60,"FV",10625,"Inside","1Fam","2Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1026,932,0,1958,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2005,"Fin",3,936,"TA","TA",0,7,2008,"Normal",250000
890,20,"RL",12160,"Inside","1Fam","1Story",6,4,1953,1953,"Hip","TA","TA","CBlock","TA","TA","No","BLQ",1024,"Y",1505,0,0,1505,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1953,"RFn",2,505,"TA","TA",0,2,2009,"Normal",149500
1,60,"RL",8450,"Inside","1Fam","2Story",7,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",706,"Y",856,854,0,1710,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2003,"RFn",2,548,"TA","TA",0,2,2008,"Normal",208500
484,120,"RM",4500,"FR2","Twnhs","1Story",6,5,1998,1998,"Hip","TA","TA","PConc","Ex","TA","No","GLQ",897,"Y",1216,0,0,1216,2,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1998,"Unf",2,402,"TA","TA",0,5,2006,"Normal",164000
419,50,"RL",8160,"Inside","1Fam","1.5Sto",5,6,1940,1950,"Gable","TA","TA","BrkTil","TA","TA","No","ALQ",312,"N",756,378,0,1134,1,1,3,1,"TA",7,"Typ",0,NA,"Detchd",1940,"Unf",1,240,"TA","TA",0,4,2007,"Abnorml",126000
1423,120,"RM",4435,"Inside","TwnhsE","1Story",6,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",686,"Y",848,0,0,848,1,0,1,1,"Gd",3,"Typ",0,NA,"Attchd",2003,"Fin",2,420,"TA","TA",0,3,2008,"Normal",136500
390,60,"RL",12474,"Inside","1Fam","2Story",10,5,2007,2008,"Gable","Ex","TA","PConc","Ex","TA","Av","GLQ",1280,"Y",1742,590,0,2332,2,1,3,1,"Ex",9,"Typ",1,"Ex","Other",2008,"Fin",3,846,"TA","TA",0,8,2008,"Abnorml",426000
44,20,"RL",9200,"CulDSac","1Fam","1Story",5,6,1975,1980,"Hip","TA","TA","CBlock","Gd","TA","Av","LwQ",280,"Y",938,0,0,938,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1977,"Unf",1,308,"TA","TA",0,7,2008,"Normal",130250
466,120,"RM",3072,"Inside","TwnhsE","1Story",7,5,2004,2004,"Hip","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1414,0,0,1414,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd",2004,"Fin",2,398,"TA","TA",0,5,2006,"Normal",178740
63,120,"RL",6442,"Inside","TwnhsE","1Story",8,5,2006,2006,"Gable","Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Y",1370,0,0,1370,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,484,"TA","TA",0,10,2007,"Normal",202500
883,60,"RL",9636,"Corner","1Fam","2Story",6,5,1992,1993,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",808,785,0,1593,2,1,3,1,"TA",7,"Typ",1,"TA","Other",1993,"RFn",2,389,"TA","TA",0,12,2009,"Normal",178000
538,20,"RL",12735,"FR2","1Fam","1Story",4,5,1972,1972,"Hip","TA","TA","CBlock","TA","TA","No","BLQ",600,"Y",864,0,0,864,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1980,"Unf",2,576,"TA","TA",0,4,2008,"Normal",111250
452,20,"RL",70761,"Inside","1Fam","1Story",7,5,1975,1975,"Gable","TA","TA","CBlock","Gd","TA","Gd","ALQ",655,"Y",1533,0,0,1533,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",1975,"Unf",2,576,"TA","TA",0,12,2006,"Normal",280000
494,20,"RL",7931,"Inside","1Fam","1Story",5,6,1960,1960,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",374,"Y",1269,0,0,1269,1,1,3,1,"TA",6,"Typ",1,"Fa","Detchd",1964,"Unf",1,308,"TA","TA",0,6,2008,"Normal",155000
941,90,"RL",12640,"Inside","Duplex","1Story",6,5,1976,1976,"Gable","TA","TA","CBlock","TA","TA","Gd","LwQ",936,"Y",1728,0,0,1728,2,0,4,2,"TA",8,"Typ",0,NA,"Attchd",1976,"Unf",2,574,"TA","TA",0,7,2006,"Normal",150900
780,90,"RL",10530,"Inside","Duplex","2.5Sto",6,5,1977,1977,"Gable","TA","TA","CBlock","Gd","TA","Gd","GLQ",975,"Y",1004,0,0,1004,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1977,"Unf",2,504,"TA","TA",0,5,2006,"Normal",135000
133,20,"RL",7388,"Corner","1Fam","1Story",5,6,1959,2002,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",405,"Y",1327,0,0,1327,1,0,3,1,"Gd",7,"Typ",0,NA,"Detchd",1974,"Unf",2,624,"TA","TA",0,7,2007,"Normal",150750
326,45,"RM",5000,"Inside","1Fam","1.5Sto",5,6,1941,1950,"Gable","TA","TA","CBlock","TA","TA","Av","BLQ",116,"N",803,0,0,803,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1941,"Unf",2,360,"TA","TA",0,12,2007,"Normal",87000
635,90,"RL",6979,"Inside","Duplex","2.5Sto",6,5,1980,1980,"Gable","TA","TA","CBlock","TA","TA","No","GLQ",1056,"Y",1056,0,0,1056,0,0,0,2,"TA",4,"Typ",0,NA,"Detchd",1980,"Unf",2,576,"TA","TA",0,6,2010,"Normal",144000
443,50,"RM",6240,"Inside","1Fam","1.5Sto",5,7,1930,1992,"Gable","TA","TA","PConc","TA","TA","No","Unf",0,"Y",1128,445,0,1573,2,0,3,1,"TA",8,"Typ",1,"Gd","Detchd",1930,"Unf",2,360,"TA","TA",0,6,2008,"Normal",162900
1317,20,"RL",10226,"Inside","1Fam","1Story",8,5,2008,2008,"Gable","Gd","TA","PConc","Ex","TA","Gd","Unf",0,"Y",1630,0,0,1630,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2008,"RFn",3,860,"TA","TA",0,1,2009,"Normal",295493
1161,160,"RL",2280,"Inside","Twnhs","2Story",6,5,1978,1978,"Gable","TA","TA","CBlock","Gd","TA","No","ALQ",311,"Y",855,601,0,1456,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1978,"Unf",2,440,"TA","TA",0,7,2010,"Normal",146000
311,60,"RL",7685,"Inside","1Fam","2Story",6,5,1993,1994,"Gable","TA","TA","PConc","Gd","TA","No","ALQ",518,"Y",697,804,0,1501,2,1,3,1,"Gd",6,"Typ",1,"TA","Attchd",1993,"Fin",2,420,"TA","TA",0,5,2006,"Normal",165600
1335,160,"RM",2368,"Inside","TwnhsE","2Story",5,6,1970,1970,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",765,"Y",765,600,0,1365,1,1,3,1,"TA",7,"Min",0,NA,"Attchd",1970,"Unf",2,440,"TA","TA",0,5,2009,"Normal",125000
1430,20,"RL",12546,"Corner","1Fam","1Story",6,7,1981,1981,"Gable","Gd","Gd","CBlock","Gd","TA","No","BLQ",678,"Y",1440,0,0,1440,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1981,"Fin",2,467,"TA","TA",0,4,2007,"Normal",182900
58,60,"RL",11645,"Corner","1Fam","2Story",7,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",860,860,0,1720,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2004,"RFn",2,565,"TA","TA",0,8,2006,"Normal",196500
610,20,"RL",7943,"Inside","1Fam","1Story",4,5,1961,1961,"Gable","TA","Fa","CBlock","TA","TA","Mn","LwQ",903,"Y",1029,0,0,1029,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1961,"Unf",1,261,"TA","TA",0,4,2007,"Normal",118500
918,20,"RL",17140,"Inside","1Fam","1Story",4,6,1956,1956,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",1059,"Y",1229,0,0,1229,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1956,"RFn",1,284,"TA","TA",0,4,2009,"Normal",135000
463,20,"RL",8281,"Inside","1Fam","1Story",5,5,1965,1965,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",553,"Y",864,0,0,864,1,0,3,1,"TA",5,"Typ",1,"Po","Detchd",1965,"Unf",1,360,"TA","TA",0,12,2009,"Normal",62383
1201,20,"RL",9353,"Inside","1Fam","1Story",4,5,1970,1970,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",864,0,0,864,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1972,"Unf",1,280,"TA","TA",0,7,2006,"Abnorml",116050
55,80,"RL",7134,"Inside","1Fam","2.5Sto",5,5,1955,1955,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",384,"Y",1360,0,0,1360,1,0,3,1,"TA",6,"Min",1,"TA","Detchd",1962,"Unf",2,572,"TA","TA",0,2,2007,"Normal",130000
303,20,"RL",13704,"Corner","1Fam","1Story",7,5,2001,2002,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1541,0,0,1541,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2001,"RFn",3,843,"TA","TA",0,1,2006,"Normal",205000
78,50,"RM",8635,"Inside","1Fam","1.5Sto",5,5,1948,2001,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",336,"Y",1072,213,0,1285,1,0,2,1,"TA",6,"Min",0,NA,"Detchd",1948,"Unf",1,240,"TA","TA",0,1,2008,"Normal",127000
91,20,"RL",7200,"Inside","1Fam","1Story",4,5,1950,1950,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"Y",1040,0,0,1040,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1950,"Unf",2,420,"TA","TA",0,7,2006,"Normal",109900
813,20,"C",8712,"Inside","1Fam","1Story",5,5,1952,1952,"Hip","Fa","TA","CBlock","TA","TA","Av","Unf",0,"N",1044,0,0,1044,1,0,2,1,"Fa",4,"Typ",0,NA,"Other",1952,"Unf",2,504,"TA","TA",0,6,2010,"Abnorml",55993
1186,50,"RL",9738,"Inside","1Fam","1.5Sto",5,7,1924,1950,"Gable","TA","Gd","BrkTil","TA","TA","No","BLQ",392,"Y",949,272,0,1221,1,0,4,1,"TA",7,"Typ",0,NA,"Attchd",1965,"Unf",1,392,"TA","TA",0,3,2006,"Normal",104900
1315,20,"RL",8190,"Inside","1Fam","1Story",4,6,1954,1954,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",732,"Y",948,0,0,948,1,0,3,1,"TA",5,"Typ",1,"TA","Detchd",1956,"Unf",1,280,"TA","TA",0,10,2007,"Normal",119000
768,50,"RL",12508,"Inside","1Fam","1.5Sto",6,7,1940,1985,"Gable","TA","TA","CBlock","Gd","TA","Mn","ALQ",660,"Y",983,767,0,1750,2,0,4,1,"TA",7,"Mod",0,NA,"Attchd",1989,"Unf",1,423,"TA","TA",0,7,2008,"Normal",160000
557,20,"RL",14850,"Inside","1Fam","1Story",5,5,1957,1957,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",895,"Y",1092,0,0,1092,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1957,"Fin",1,299,"TA","TA",0,5,2006,"Normal",141000
1290,60,"RL",11065,"Inside","1Fam","2Story",8,5,2006,2006,"Gable","Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Y",1120,850,0,1970,2,1,3,1,"Ex",8,"Typ",1,"Gd","Other",2006,"Fin",3,753,"TA","TA",0,10,2006,"Abnorml",281000
105,50,"RM",7758,"Corner","1Fam","1.5Sto",7,4,1931,1950,"Gable","TA","Fa","PConc","TA","TA","No","LwQ",224,"Y",1226,592,0,1818,1,1,4,1,"TA",7,"Typ",2,"TA","Detchd",1951,"Unf",1,240,"TA","TA",0,6,2007,"Normal",169500
528,60,"RL",14948,"Inside","1Fam","2Story",9,5,2008,2008,"Hip","Ex","TA","PConc","Ex","TA","Av","GLQ",1330,"Y",1476,1237,0,2713,2,1,3,1,"Ex",11,"Typ",1,"Gd","Attchd",2008,"Fin",3,858,"TA","TA",0,11,2008,"Abnorml",446261
42,20,"RL",16905,"Inside","1Fam","1Story",5,6,1959,1959,"Gable","TA","Gd","CBlock","TA","TA","Gd","BLQ",967,"Y",1328,0,0,1328,1,1,2,1,"TA",5,"Typ",2,"Gd","Attchd",1959,"RFn",1,308,"TA","TA",0,7,2007,"Normal",170000
901,20,"RL",7340,"Inside","1Fam","1Story",4,6,1971,1971,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",322,"Y",858,0,0,858,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1979,"Unf",1,684,"TA","TA",0,6,2007,"Normal",110000
9,50,"RM",6120,"Inside","1Fam","1.5Sto",7,5,1931,1950,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",1022,752,0,1774,2,0,2,2,"TA",8,"Min",2,"TA","Detchd",1931,"Unf",2,468,"Fa","TA",0,4,2008,"Abnorml",129900
1093,50,"RL",8400,"Inside","1Fam","1.5Sto",6,5,1925,1950,"Gable","TA","TA","PConc","TA","TA","No","LwQ",423,"Y",1390,304,0,1694,2,0,4,1,"TA",7,"Typ",1,"Gd","Detchd",1925,"Unf",2,576,"TA","TA",0,6,2008,"Normal",136500
218,70,"RM",9906,"Inside","1Fam","2Story",4,4,1925,1950,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"N",810,518,0,1328,1,0,3,1,"TA",8,"Typ",0,NA,"Detchd",1940,"Unf",1,210,"TA","TA",0,9,2006,"Family",107000
1254,60,"RL",17542,"Inside","1Fam","2Story",7,7,1974,2003,"Gable","Gd","TA","CBlock","TA","TA","Gd","LwQ",125,"Y",1516,651,0,2167,2,1,3,1,"Gd",9,"Typ",2,"Gd","Attchd",1974,"RFn",2,518,"TA","TA",0,7,2007,"Normal",294000
469,20,"RL",11428,"Inside","1Fam","1Story",8,5,2006,2006,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1634,0,0,1634,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,866,"TA","TA",0,5,2007,"Normal",250000
905,20,"RL",6173,"Inside","1Fam","1Story",5,6,1967,1967,"Gable","TA","TA","CBlock","TA","TA","No","GLQ",599,"Y",902,0,0,902,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1967,"Unf",1,288,"TA","TA",0,8,2007,"Normal",125500
82,120,"RM",4500,"FR2","TwnhsE","1Story",6,5,1998,1998,"Hip","TA","Gd","PConc","Ex","Gd","No","GLQ",1201,"Y",1337,0,0,1337,2,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1998,"Fin",2,405,"TA","TA",0,3,2006,"Normal",153500
1219,50,"RM",6240,"Inside","1Fam","1.5Sto",4,5,1947,1950,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"N",672,240,0,912,1,0,2,1,"TA",3,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,0,7,2006,"Normal",80500
602,50,"RM",9000,"Inside","1Fam","1.5Sto",6,6,1937,1950,"Gable","TA","Gd","PConc","TA","TA","No","Unf",0,"Y",780,595,0,1375,1,1,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1979,"Unf",1,544,"TA","TA",0,12,2007,"Normal",141000
456,20,"RL",9600,"Inside","1Fam","1Story",7,6,1973,1973,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",916,"Y",1242,0,0,1242,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1973,"Unf",2,528,"TA","TA",0,9,2007,"Normal",175500
1157,80,"RL",9350,"Inside","1Fam","2.5Sto",5,8,1965,1999,"Gable","TA","Gd","PConc","TA","TA","Gd","ALQ",633,"Y",1265,0,0,1265,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1965,"RFn",2,502,"TA","TA",0,10,2008,"Normal",179900
662,60,"RL",46589,"CulDSac","1Fam","2Story",8,7,1994,2005,"Hip","Gd","TA","PConc","Gd","Gd","No","GLQ",1361,"Y",1686,762,0,2448,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1994,"RFn",3,711,"TA","TA",0,7,2009,"Normal",402000
40,90,"RL",6040,"Inside","Duplex","1Story",4,5,1955,1955,"Gable","TA","TA","PConc",NA,NA,NA,NA,0,"N",1152,0,0,1152,2,0,2,2,"Fa",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,0,6,2008,"Abnorml",82000
169,60,"RL",8244,"Inside","1Fam","2Story",7,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",840,880,0,1720,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2004,"Fin",2,440,"TA","TA",0,5,2007,"Normal",183500
362,50,"RL",9144,"Inside","1Fam","1.5Sto",5,5,1940,1982,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",399,"Y",988,517,0,1505,1,0,3,1,"TA",8,"Typ",0,NA,"Detchd",1940,"Unf",1,240,"TA","TA",0,7,2008,"Normal",145000
359,80,"RL",6930,"Inside","1Fam","2.5Sto",5,4,1958,1958,"Hip","TA","TA","CBlock","TA","TA","Av","BLQ",300,"Y",1352,0,0,1352,1,0,3,1,"Gd",6,"Min",0,NA,"Other",1958,"Unf",1,288,"TA","TA",0,7,2006,"Abnorml",130000
523,50,"RM",5000,"Corner","1Fam","1.5Sto",6,7,1947,1950,"Gable","TA","Gd","CBlock","TA","TA","No","ALQ",399,"Y",1004,660,0,1664,2,0,3,1,"TA",7,"Typ",2,"Gd","Detchd",1950,"Unf",2,420,"TA","TA",0,10,2006,"Normal",159000
672,70,"RH",6629,"Inside","1Fam","2Story",6,6,1925,1950,"Hip","TA","Gd","BrkTil","TA","TA","No","BLQ",551,"N",697,672,0,1369,2,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1930,"Unf",1,300,"TA","TA",0,7,2009,"Normal",103600
71,20,"RL",13651,"Inside","1Fam","1Story",7,6,1973,1973,"Gable","TA","Gd","CBlock","Gd","TA","Gd","ALQ",1880,"Y",2223,0,0,2223,2,0,3,1,"TA",8,"Typ",2,"Gd","Attchd",1973,"Fin",2,516,"TA","TA",0,2,2007,"Normal",244000
664,85,"RL",10012,"Inside","1Fam","2.5Sto",4,5,1972,1972,"Gable","TA","TA","CBlock","Gd","TA","Av","BLQ",920,"Y",1181,0,0,1181,2,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1974,"RFn",2,588,"TA","TA",0,4,2008,"Normal",137500
32,20,"RL",8544,"CulDSac","1Fam","1Story",5,6,1966,2006,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1228,0,0,1228,1,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1966,"Unf",1,271,"TA","TA",0,6,2008,"Normal",149350
363,85,"RL",7301,"Corner","1Fam","2.5Sto",7,5,2003,2003,"Gable","Gd","TA","BrkTil",NA,NA,NA,NA,0,"Y",495,1427,0,1922,3,0,4,1,"Gd",7,"Typ",1,"Ex","Other",2003,"RFn",2,672,"TA","TA",0,7,2009,"Normal",198500
222,60,"RL",8068,"Inside","1Fam","2Story",6,5,2002,2002,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1010,1257,0,2267,2,1,4,1,"Gd",8,"Typ",1,"TA","Other",2002,"RFn",2,390,"TA","TA",0,12,2009,"Normal",200000
18,90,"RL",10791,"Inside","Duplex","1Story",4,5,1967,1967,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"Y",1296,0,0,1296,2,0,2,2,"TA",6,"Typ",0,NA,"Other",1967,"Unf",2,516,"TA","TA",0,10,2006,"Normal",90000
1145,190,"RL",12180,"Inside","Duplex","1.5Sto",4,4,1941,1950,"Gable","TA","Fa","BrkTil","Gd","TA","No","BLQ",348,"N",672,252,0,924,1,0,2,1,"Fa",5,"Typ",0,NA,"Detchd",1941,"Unf",1,280,"TA","TA",0,7,2010,"Normal",80000
881,20,"RL",7024,"Inside","1Fam","1Story",5,5,2005,2006,"Gable","TA","TA","PConc","Ex","Gd","No","ALQ",980,"Y",1090,0,0,1090,1,1,2,1,"TA",5,"Typ",0,NA,"Attchd",2005,"Fin",2,450,"TA","TA",0,6,2007,"Normal",157000
383,60,"RL",9245,"Inside","1Fam","2Story",7,5,2006,2006,"Gable","Gd","TA","PConc","Gd","TA","Av","Unf",0,"Y",939,858,0,1797,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2006,"RFn",2,639,"TA","TA",0,4,2007,"Normal",213500
341,60,"RL",14191,"Inside","1Fam","2Story",8,5,2002,2002,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",993,915,0,1908,2,1,4,1,"Gd",9,"Typ",0,NA,"Attchd",2002,"Fin",2,431,"TA","TA",0,4,2010,"Normal",202900
230,120,"RL",3182,"Inside","TwnhsE","1Story",7,5,2005,2006,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",16,"Y",1555,0,0,1555,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd",2005,"Fin",2,430,"TA","TA",0,5,2009,"Normal",192500
1108,60,"RL",23257,"CulDSac","1Fam","2Story",7,5,2006,2006,"Gable","Gd","TA","PConc","Ex","Gd","No","Unf",0,"Y",887,1134,0,2021,2,1,3,1,"Gd",9,"Typ",1,"Gd","Other",2006,"RFn",2,422,"TA","TA",0,9,2006,"Abnorml",274725
1096,20,"RL",9317,"Inside","1Fam","1Story",6,5,2006,2006,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",24,"Y",1314,0,0,1314,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,440,"TA","TA",0,3,2007,"Normal",176432
623,20,"RL",7064,"Inside","1Fam","1Story",5,6,1977,1977,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",560,"Y",980,0,0,980,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1986,"Unf",2,484,"TA","TA",0,7,2009,"Normal",135000
263,80,"RL",8471,"Corner","1Fam","2.5Sto",6,7,1977,1995,"Gable","TA","TA","CBlock","Gd","Gd","Av","ALQ",506,"Y",1212,0,0,1212,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1978,"Unf",2,492,"TA","TA",0,7,2006,"Normal",151000
